STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,ELEVATION,Elevation,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,WS,Samoa,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2021,,41,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,WS,Samoa,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2022,,37,,PERCENT,percent,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,WS,Samoa,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2023,,37,,PERCENT,percent,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,WS,Samoa,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2024,,37,,PERCENT,percent,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,TV,Tuvalu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2010,,10656,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2010.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,TV,Tuvalu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2011,,10825,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2011.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,TV,Tuvalu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2012,,10974,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2012.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,TV,Tuvalu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2013,,11041,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2013.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,TV,Tuvalu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2014,,11027,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2014.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,TV,Tuvalu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2015,,11002,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2015.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,TV,Tuvalu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2016,,10973,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2016.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,TV,Tuvalu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2017,,10913,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2017.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,TV,Tuvalu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2018,,10793,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2018.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,TV,Tuvalu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2019,,10626,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2019.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,TV,Tuvalu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2020,,10446,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2020.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,TV,Tuvalu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2021,,10242,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2021.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MP,Northern Mariana Islands,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2010,,54142,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2010.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MP,Northern Mariana Islands,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2011,,53658,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2011.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MP,Northern Mariana Islands,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2012,,53277,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2012.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MP,Northern Mariana Islands,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2013,,52801,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2013.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MP,Northern Mariana Islands,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2014,,52219,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2014.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MP,Northern Mariana Islands,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2015,,51558,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2015.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MP,Northern Mariana Islands,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2016,,50817,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2016.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MP,Northern Mariana Islands,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2017,,50007,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2017.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MP,Northern Mariana Islands,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2018,,49123,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2018.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MP,Northern Mariana Islands,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2019,,48178,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2019.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MP,Northern Mariana Islands,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2020,,47573,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2020.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MP,Northern Mariana Islands,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2021,,47032,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2021.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NC,New Caledonia,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,10M,0-10 meters above sea level,2010,,49704,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NC,New Caledonia,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,10M,0-10 meters above sea level,2011,,50647,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NC,New Caledonia,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,10M,0-10 meters above sea level,2012,,51615,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NC,New Caledonia,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,10M,0-10 meters above sea level,2013,,52602,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NC,New Caledonia,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,10M,0-10 meters above sea level,2014,,53438,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NC,New Caledonia,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,10M,0-10 meters above sea level,2015,,53807,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NC,New Caledonia,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,10M,0-10 meters above sea level,2016,,53854,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NC,New Caledonia,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,10M,0-10 meters above sea level,2017,,53878,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NC,New Caledonia,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,10M,0-10 meters above sea level,2018,,53877,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NC,New Caledonia,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,10M,0-10 meters above sea level,2019,,53888,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NC,New Caledonia,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,10M,0-10 meters above sea level,2020,,53998,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NC,New Caledonia,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,10M,0-10 meters above sea level,2021,,54194,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NC,New Caledonia,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,10M,0-10 meters above sea level,2022,,89152,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NC,New Caledonia,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,10M,0-10 meters above sea level,2023,,90004,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NC,New Caledonia,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,10M,0-10 meters above sea level,2024,,90865,,N,units,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MH,Marshall Islands,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2010,,31518,,N,units,,,,,,,This data was estimated based on population census of year 2021,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MH,Marshall Islands,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2011,,31435,,N,units,,,,,,,This data was estimated based on population census of year 2021,
